hzname,siteid,plotid,horizonid,pittype,latitude,longitude,hzndept,hzndepb,modifieddept,modifieddepb,midpointcm,sandtotal,silttotal,claytotal,bulkdensovendry,bulkdensfieldmoist,fieldcapacity,wiltingpoint,ksat_T,ksat_T_std
A,GRSM,GRSM_025,17N02714,Distributed,35.5897222,-83.4757778,6,15,0.0,9.0,10.5,40.1,45.1,14.8,1.1,,,0.4769,19.940482,1.371143
Bw,GRSM,GRSM_025,17N02715,Distributed,35.5897222,-83.4757778,15,34,9.0,28.0,24.5,49.8,39.1,11.1,1.06,,,0.45125,26.512683,1.370842
BC,GRSM,GRSM_025,17N02716,Distributed,35.5897222,-83.4757778,34,58,28.0,52.0,46.0,68.9,27.7,3.4,1.39,,,0.34048,70.945781,1.281217
Cr,GRSM,GRSM_025,,Distributed,35.5897222,-83.4757778,58,80,52.0,74.0,69.0,,,,,,,,,
Oe,GRSM,GRSM_026,17N02717,Distributed,35.6834722,-83.6442778,0,9,-9.0,0.0,4.5,,,,,,,,,
A,GRSM,GRSM_026,17N02718,Distributed,35.6834722,-83.6442778,9,11,0.0,2.0,10.0,,,,,,,,,
Bt1,GRSM,GRSM_026,17N02719,Distributed,35.6834722,-83.6442778,11,24,2.0,15.0,17.5,24.3,51.0,24.7,,,,,12.183529,1.266261
Bt2,GRSM,GRSM_026,17N02720,Distributed,35.6834722,-83.6442778,24,37,15.0,28.0,30.5,23.1,47.4,29.5,,,,,10.829013,1.288977
Cr,GRSM,GRSM_026,,Distributed,35.6834722,-83.6442778,37,80,28.0,71.0,58.5,,,,,,,,,
A1,ONAQ,ONAQ_011,17N02726,Distributed,40.1507611,-112.4560222,0,8,,,4.0,37.7,49.5,12.8,1.4,,,0.27135,25.608981,1.382624
A2,ONAQ,ONAQ_011,17N02727,Distributed,40.1507611,-112.4560222,8,24,,,16.0,33.6,48.8,17.6,1.27,,,0.22509,17.291389,1.326121
Bk,ONAQ,ONAQ_011,17N02728,Distributed,40.1507611,-112.4560222,24,46,,,35.0,34.0,48.9,17.1,,,,,17.939831,1.329761
Ck,ONAQ,ONAQ_011,17N02729,Distributed,40.1507611,-112.4560222,46,87,,,66.5,40.4,42.1,17.5,1.31,,,0.26752,15.233602,1.352668
C,ONAQ,ONAQ_011,17N02730,Distributed,40.1507611,-112.4560222,87,100,,,93.5,43.8,39.4,16.8,1.3,,,0.19278,15.155631,1.402076
A,ONAQ,ONAQ_015,17N02731,Distributed,40.1516583,-112.4782417,0,9,,,4.5,35.3,50.0,14.7,1.32,,,0.23114,21.884768,1.352077
Bk1,ONAQ,ONAQ_015,17N02732,Distributed,40.1516583,-112.4782417,9,41,,,25.0,34.2,49.6,16.2,1.27,,,0.22755,19.315536,1.333185
Bk2,ONAQ,ONAQ_015,17N02733,Distributed,40.1516583,-112.4782417,41,68,,,54.5,50.1,33.4,16.5,1.4,,,0.23584,17.40353,1.202177
Ck1,ONAQ,ONAQ_015,17N02734,Distributed,40.1516583,-112.4782417,68,89,,,78.5,44.4,38.4,17.2,1.37,,,0.23449,14.655923,1.407528
Ck2,ONAQ,ONAQ_015,17N02735,Distributed,40.1516583,-112.4782417,89,100,,,94.5,45.2,35.8,19.0,,,,,13.061789,1.333054
A,ONAQ,ONAQ_024,17N02736,Distributed,40.1599389,-112.4851722,0,8,,,4.0,51.8,38.1,10.1,1.29,,,0.168,30.182305,1.325277
Bk1,ONAQ,ONAQ_024,17N02737,Distributed,40.1599389,-112.4851722,8,33,,,20.5,39.3,44.2,16.5,1.28,,,0.22692,17.221579,1.343083
Bk2,ONAQ,ONAQ_024,17N02738,Distributed,40.1599389,-112.4851722,33,56,,,44.5,36.9,50.2,12.9,1.33,,,0.20664,25.623686,1.383277
Ck1,ONAQ,ONAQ_024,17N02739,Distributed,40.1599389,-112.4851722,56,82,,,69.0,38.7,45.0,16.3,1.35,,,0.25807,17.802145,1.334394
Ck2,ONAQ,ONAQ_024,17N02740,Distributed,40.1599389,-112.4851722,82,100,,,91.0,39.4,44.4,16.2,1.33,,,0.35179,17.674483,1.346673
A,ONAQ,ONAQ_008,17N02741,Distributed,40.1583972,-112.52135,0,18,,,9.0,34.2,41.4,24.4,1.15,,,0.31392,10.880798,1.324139
ABk,ONAQ,ONAQ_008,17N02742,Distributed,40.1583972,-112.52135,18,41,,,29.5,34.3,42.4,23.3,1.26,,,0.29274,11.584279,1.326991
Bk,ONAQ,ONAQ_008,17N02743,Distributed,40.1583972,-112.52135,41,70,,,55.5,33.9,43.3,22.8,1.47,,,0.32665,12.047311,1.330618
Ck,ONAQ,ONAQ_008,17N02744,Distributed,40.1583972,-112.52135,70,100,,,85.0,35.4,43.0,21.6,1.38,,,0.25676,12.57345,1.318815
Ak,ONAQ,ONAQ_032,17N02745,Distributed,40.1522056,-112.5379889,0,28,,,14.0,24.8,48.6,26.6,1.14,,,0.2912,11.392885,1.285398
Bkk,ONAQ,ONAQ_032,17N02746,Distributed,40.1522056,-112.5379889,28,88,,,58.0,37.5,40.5,22.0,,,,,11.399835,1.295411
Bkkm,ONAQ,ONAQ_032,,Distributed,40.1522056,-112.5379889,88,100,,,94.0,,,,,,,,,
A1,ONAQ,ONAQ_025,17N02747,Distributed,40.1454389,-112.5386806,0,14,,,7.0,29.4,51.1,19.5,1.16,,,0.3745,15.473776,1.281505
A2,ONAQ,ONAQ_025,17N02748,Distributed,40.1454389,-112.5386806,14,47,,,30.5,28.9,46.9,24.2,1.18,,,0.27359,12.008157,1.314787
ABk,ONAQ,ONAQ_025,17N02749,Distributed,40.1454389,-112.5386806,47,62,,,54.5,27.4,46.7,25.9,1.13,,,0.28496,11.386697,1.311639
Bk,ONAQ,ONAQ_025,17N02750,Distributed,40.1454389,-112.5386806,62,100,,,81.0,24.3,49.9,25.8,1.31,,,0.34038,11.72466,1.273991
A1,ONAQ,ONAQ_004,17N02751,Distributed,40.1858111,-112.472675,0,7,,,3.5,33.9,55.9,10.2,1.36,,,0.26112,34.42184,1.404018
A2,ONAQ,ONAQ_004,17N02752,Distributed,40.1858111,-112.472675,7,13,,,10.0,32.3,53.7,14.0,1.43,,,0.27675,23.765443,1.315989
Bt,ONAQ,ONAQ_004,17N02753,Distributed,40.1858111,-112.472675,13,29,,,21.0,30.9,43.2,25.9,1.59,,,0.32688,10.883061,1.339252
Btk,ONAQ,ONAQ_004,17N02754,Distributed,40.1858111,-112.472675,29,56,,,42.5,28.4,43.9,27.7,1.43,,,0.40796,10.601646,1.334351
Ck,ONAQ,ONAQ_004,17N02755,Distributed,40.1858111,-112.472675,56,100,,,78.0,48.2,33.4,18.4,,,,,14.572087,1.216192
A1,ONAQ,ONAQ_018,17N02756,Distributed,40.1972028,-112.4380278,0,12,,,6.0,54.9,29.5,15.6,1.15,,,0.27577,20.681062,1.207343
A2,ONAQ,ONAQ_018,17N02757,Distributed,40.1972028,-112.4380278,12,23,,,17.5,47.4,31.9,20.7,1.2,,,0.28386,12.461428,1.221764
Bkk,ONAQ,ONAQ_018,17N02758,Distributed,40.1972028,-112.4380278,23,57,,,40.0,39.4,26.8,33.8,1.08,,,0.3633,7.328586,1.408295
Ck1,ONAQ,ONAQ_018,17N02759,Distributed,40.1972028,-112.4380278,57,83,,,70.0,28.8,40.9,30.3,,,,,9.767836,1.341099
Ck2,ONAQ,ONAQ_018,17N02760,Distributed,40.1972028,-112.4380278,83,100,,,91.5,29.4,43.5,27.1,1.33,,,0.31992,10.650917,1.337986
A,ONAQ,ONAQ_029,17N02761,Distributed,40.2196139,-112.4733944,0,6,,,3.0,34.8,43.3,21.9,1.34,,,0.1729,12.501337,1.325173
Bk,ONAQ,ONAQ_029,17N02762,Distributed,40.2196139,-112.4733944,6,22,,,14.0,26.0,44.1,29.9,1.07,,,0.18909,10.380427,1.32318
Bkkm,ONAQ,ONAQ_029,,Distributed,40.2196139,-112.4733944,22,56,,,39.0,,,,,,,,,
A,ONAQ,ONAQ_030,17N02763,Distributed,40.2014778,-112.5139111,0,14,,,7.0,31.8,52.3,15.9,,,,,20.104749,1.300693
R,ONAQ,ONAQ_030,,Distributed,40.2014778,-112.5139111,14,39,,,26.5,,,,,,,,,
A1,ONAQ,ONAQ_012,17N02764,Distributed,40.1847667,-112.5294694,0,17,,,8.5,28.9,52.9,18.2,,,,,16.972254,1.265866
A2,ONAQ,ONAQ_012,17N02764,Distributed,40.1847667,-112.5294694,17,42,,,29.5,24.0,46.9,29.1,,,,,10.805498,1.295731
R,ONAQ,ONAQ_012,,Distributed,40.1847667,-112.5294694,42,67,,,54.5,,,,,,,,,
A,DSNY,DSNY_001,17N03218,Distributed,28.096527,-81.418736,0,10,,,5.0,96.4,3.3,0.3,,1.15,,,1012.275687,1.162868
E1,DSNY,DSNY_001,17N03219,Distributed,28.096527,-81.418736,10,51,,,30.5,97.0,3.0,0.0,,1.24,,,1105.343869,1.183886
E2,DSNY,DSNY_001,17N03220,Distributed,28.096527,-81.418736,51,130,,,90.5,97.8,1.6,0.6,,1.19,,,1173.422303,1.166771
Bh,DSNY,DSNY_001,,Distributed,28.096527,-81.418736,130,203,,,166.5,,,,,,,,,
A,DSNY,DSNY_004,17N03221,Distributed,28.099568,-81.40015,0,10,,,5.0,95.8,3.2,1.0,,0.82,,,903.787412,1.129745
Eg1,DSNY,DSNY_004,17N03222,Distributed,28.099568,-81.40015,10,41,,,25.5,97.3,2.7,0.0,,1.13,,,1144.734218,1.187296
Eg2,DSNY,DSNY_004,17N03223,Distributed,28.099568,-81.40015,41,61,,,51.0,96.9,2.7,0.4,,1.28,,,1068.118926,1.159693
Bh1,DSNY,DSNY_004,17N03224,Distributed,28.099568,-81.40015,61,76,,,68.5,87.5,10.4,2.1,,0.88,,,281.820295,1.211033
Bh2,DSNY,DSNY_004,17N03225,Distributed,28.099568,-81.40015,76,89,,,82.5,95.4,2.0,2.6,,0.74,,,779.730261,1.11491
Bw1,DSNY,DSNY_004,17N03226,Distributed,28.099568,-81.40015,89,107,,,98.0,95.0,3.3,1.7,,1.09,,,784.385026,1.115617
Bw2,DSNY,DSNY_004,,Distributed,28.099568,-81.40015,107,137,,,122.0,,,,,,,,,
Cg1,DSNY,DSNY_004,,Distributed,28.099568,-81.40015,137,173,,,155.0,,,,,,,,,
Cg2,DSNY,DSNY_004,,Distributed,28.099568,-81.40015,173,203,,,188.0,,,,,,,,,
A,DSNY,DSNY_006,17N03227,Distributed,28.09281,-81.399462,0,10,,,5.0,98.4,1.4,0.2,,0.97,,,1284.680617,1.203148
C1,DSNY,DSNY_006,17N03228,Distributed,28.09281,-81.399462,10,41,,,25.5,98.6,0.8,0.6,,1.24,,,1285.944173,1.194611
C2,DSNY,DSNY_006,17N03229,Distributed,28.09281,-81.399462,41,119,,,80.0,86.8,12.7,0.5,,1.33,,,289.403864,1.318341
C3,DSNY,DSNY_006,,Distributed,28.09281,-81.399462,119,203,,,161.0,,,,,,,,,
A,DSNY,DSNY_010,17N03230,Distributed,28.118422,-81.43528,0,13,,,6.5,93.8,4.9,1.3,,0.59,,,690.428077,1.145455
E,DSNY,DSNY_010,17N03231,Distributed,28.118422,-81.43528,13,48,,,30.5,97.8,1.4,0.8,,1.27,,,1160.415781,1.159537
Bh1,DSNY,DSNY_010,17N03232,Distributed,28.118422,-81.43528,48,56,,,52.0,94.8,3.5,1.7,,0.76,,,764.853099,1.117815
Bh2,DSNY,DSNY_010,17N03233,Distributed,28.118422,-81.43528,56,64,,,60.0,93.6,3.8,2.6,,0.88,,,618.70908,1.122883
Bw,DSNY,DSNY_010,17N03234,Distributed,28.118422,-81.43528,64,81,,,72.5,96.0,2.6,1.4,,1.3,,,904.382471,1.116449
C1,DSNY,DSNY_010,17N03235,Distributed,28.118422,-81.43528,81,152,,,116.5,97.2,2.3,0.5,,1.46,,,1100.300258,1.158326
C2,DSNY,DSNY_010,,Distributed,28.118422,-81.43528,152,203,,,177.5,,,,,,,,,
A,DSNY,DSNY_015,17N03236,Distributed,28.111652,-81.421796,0,13,,,6.5,97.7,2.3,0.0,,1.18,,,1198.948356,1.194273
E1,DSNY,DSNY_015,17N03237,Distributed,28.111652,-81.421796,13,51,,,32.0,97.5,2.5,0.0,,1.24,,,1171.597609,1.190431
E2,DSNY,DSNY_015,17N03238,Distributed,28.111652,-81.421796,51,74,,,62.5,97.6,1.8,0.6,,1.26,,,1146.50844,1.161655
Bh,DSNY,DSNY_015,17N03239,Distributed,28.111652,-81.421796,74,115,,,94.5,95.4,3.2,1.4,,1.0,,,839.896812,1.118897
Bw,DSNY,DSNY_015,,Distributed,28.111652,-81.421796,115,152,,,133.5,,,,,,,,,
C,DSNY,DSNY_015,,Distributed,28.111652,-81.421796,152,203,,,177.5,,,,,,,,,
A,DSNY,DSNY_022,17N03240,Distributed,28.083107,-81.39237,0,13,,,6.5,96.7,3.0,0.3,,1.07,,,1049.065809,1.163737
C1,DSNY,DSNY_022,17N03241,Distributed,28.083107,-81.39237,13,49,,,31.0,98.2,1.8,0.0,,1.16,,,1269.483065,1.207012
C2,DSNY,DSNY_022,17N03242,Distributed,28.083107,-81.39237,49,152,,,100.5,96.7,3.1,0.2,,1.26,,,1055.032941,1.169556
C3,DSNY,DSNY_022,,Distributed,28.083107,-81.39237,152,203,,,177.5,,,,,,,,,
A,DSNY,DSNY_023,17N03243,Distributed,28.094642,-81.423348,0,10,,,5.0,93.4,4.2,2.4,,0.87,,,610.676978,1.125667
Eg1,DSNY,DSNY_023,17N03244,Distributed,28.094642,-81.423348,10,20,,,15.0,92.4,6.6,1.0,,1.11,,,586.790179,1.185093
Eg2,DSNY,DSNY_023,17N03245,Distributed,28.094642,-81.423348,20,115,,,67.5,93.3,5.4,1.3,,1.11,,,647.273512,1.154669
Bh/Eg,DSNY,DSNY_023,,Distributed,28.094642,-81.423348,115,203,,,159.0,,,,,,,,,
A,DSNY,DSNY_027,17N03246,Distributed,28.092062,-81.405325,0,13,,,6.5,92.5,6.0,1.5,,0.85,,,575.444914,1.161106
Eg,DSNY,DSNY_027,17N03247,Distributed,28.092062,-81.405325,13,28,,,20.5,96.6,2.9,0.5,,1.25,,,1024.914697,1.152376
Bh1,DSNY,DSNY_027,17N03248,Distributed,28.092062,-81.405325,28,33,,,30.5,95.2,3.1,1.7,,1.03,,,804.323361,1.113783
Bh2,DSNY,DSNY_027,17N03249,Distributed,28.092062,-81.405325,33,38,,,35.5,96.5,2.5,1.0,,1.18,,,983.899268,1.129859
Bw,DSNY,DSNY_027,17N03250,Distributed,28.092062,-81.405325,38,58,,,48.0,96.6,2.1,1.3,,0.92,,,978.504074,1.121866
Cg,DSNY,DSNY_027,17N03251,Distributed,28.092062,-81.405325,58,203,,,130.5,96.0,2.3,1.7,,1.03,,,888.231419,1.111344
A,DSNY,DSNY_005,17N03252,Distributed,28.039448,-81.393489,0,10,,,5.0,98.0,1.0,1.0,,0.99,,,1174.385889,1.160342
E,DSNY,DSNY_005,17N03253,Distributed,28.039448,-81.393489,10,86,,,48.0,98.3,1.4,0.3,,1.19,,,1263.330092,1.195006
Bh,DSNY,DSNY_005,17N03254,Distributed,28.039448,-81.393489,86,97,,,91.5,92.6,3.9,3.5,,1.16,,,509.78418,1.13378
Bw,DSNY,DSNY_005,17N03255,Distributed,28.039448,-81.393489,97,102,,,99.5,95.6,1.8,2.6,,1.03,,,799.565012,1.115739
Cg,DSNY,DSNY_005,,Distributed,28.039448,-81.393489,102,203,,,152.5,,,,,,,,,
Ap,DSNY,DSNY_044,17N03256,Distributed,28.126027,-81.433849,0,20,,,10.0,96.5,2.3,1.2,,1.07,,,972.468751,1.123508
E,DSNY,DSNY_044,17N03257,Distributed,28.126027,-81.433849,20,48,,,34.0,96.5,3.2,0.3,,1.16,,,1024.423511,1.163
Bh1,DSNY,DSNY_044,17N03258,Distributed,28.126027,-81.433849,48,53,,,50.5,96.0,3.1,0.9,,0.84,,,931.59921,1.133044
Bh2,DSNY,DSNY_044,17N03259,Distributed,28.126027,-81.433849,53,58,,,55.5,94.3,2.4,3.3,,0.89,,,647.206331,1.130243
Bw,DSNY,DSNY_044,17N03260,Distributed,28.126027,-81.433849,58,86,,,72.0,96.0,2.2,1.8,,1.2,,,882.87484,1.110517
E'g1,DSNY,DSNY_044,17N03261,Distributed,28.126027,-81.433849,86,114,,,100.0,96.7,3.0,0.3,,1.35,,,1049.065809,1.163737
E'g2,DSNY,DSNY_044,,Distributed,28.126027,-81.433849,114,165,,,139.5,,,,,,,,,
B'h,DSNY,DSNY_044,,Distributed,28.126027,-81.433849,165,203,,,184.0,,,,,,,,,
A,DSNY,DSNY_002,17N03262,Distributed,28.048116,-81.417061,0,25,,,12.5,92.8,6.9,0.3,,1.23,,,646.713276,1.215998
Eg,DSNY,DSNY_002,17N03263,Distributed,28.048116,-81.417061,25,50,,,37.5,97.6,1.8,0.6,,1.37,,,1146.50844,1.161655
Bh1,DSNY,DSNY_002,17N03264,Distributed,28.048116,-81.417061,50,58,,,54.0,89.0,7.4,3.6,,1.23,,,309.092623,1.131747
Bh2,DSNY,DSNY_002,17N03265,Distributed,28.048116,-81.417061,58,77,,,67.5,93.7,4.7,1.6,,1.09,,,668.739546,1.136847
E'g,DSNY,DSNY_002,17N03266,Distributed,28.048116,-81.417061,77,135,,,106.0,95.7,3.3,1.0,,1.31,,,892.782757,1.130333
Btg,DSNY,DSNY_002,,Distributed,28.048116,-81.417061,135,203,,,169.0,,,,,,,,,
A,DSNY,DSNY_009,17N03267,Distributed,28.07297,-81.428753,0,18,,,9.0,94.9,3.4,1.7,,0.95,,,774.56855,1.116675
E,DSNY,DSNY_009,17N03268,Distributed,28.07297,-81.428753,18,28,,,23.0,95.7,3.0,1.3,,1.21,,,876.916317,1.119802
Bh1,DSNY,DSNY_009,17N03269,Distributed,28.07297,-81.428753,28,33,,,30.5,92.0,5.5,2.5,,0.77,,,503.613715,1.139191
Bh2,DSNY,DSNY_009,17N03270,Distributed,28.07297,-81.428753,33,38,,,35.5,93.0,5.3,1.7,,0.83,,,606.581486,1.145572
Bw,DSNY,DSNY_009,17N03271,Distributed,28.07297,-81.428753,38,53,,,45.5,94.6,3.9,1.5,,0.86,,,755.07575,1.125379
E'g,DSNY,DSNY_009,17N03272,Distributed,28.07297,-81.428753,53,147,,,100.0,92.3,5.6,2.1,,1.08,,,538.570312,1.144621
B'h,DSNY,DSNY_009,,Distributed,28.07297,-81.428753,147,203,,,175.0,,,,,,,,,
A,DSNY,DSNY_011,17N03273,Distributed,28.070657,-81.38407,0,18,,,9.0,94.9,4.6,0.5,,1.16,,,833.428385,1.16411
E,DSNY,DSNY_011,17N03274,Distributed,28.070657,-81.38407,18,41,,,29.5,96.7,2.5,0.8,,1.36,,,1019.502924,1.139001
Bh1,DSNY,DSNY_011,17N03275,Distributed,28.070657,-81.38407,41,51,,,46.0,94.2,2.6,3.2,,0.94,,,643.108137,1.127621
Bh2,DSNY,DSNY_011,17N03276,Distributed,28.070657,-81.38407,51,71,,,61.0,93.8,2.4,3.8,,0.96,,,585.993245,1.143424
Bw1,DSNY,DSNY_011,17N03277,Distributed,28.070657,-81.38407,71,142,,,106.5,93.4,2.7,3.9,,1.16,,,551.894789,1.144459
Bw2,DSNY,DSNY_011,,Distributed,28.070657,-81.38407,142,173,,,157.5,,,,,,,,,
Cg,DSNY,DSNY_011,,Distributed,28.070657,-81.38407,173,203,,,188.0,,,,,,,,,
A,DSNY,DSNY_018,17N03278,Distributed,28.061114,-81.426493,0,10,,,5.0,88.4,9.4,2.2,,0.75,,,315.407652,1.189395
Eg1,DSNY,DSNY_018,17N03279,Distributed,28.061114,-81.426493,10,23,,,16.5,94.3,4.7,1.0,,1.13,,,749.816182,1.148902
Eg2,DSNY,DSNY_018,17N03280,Distributed,28.061114,-81.426493,23,46,,,34.5,97.7,2.1,0.2,,1.25,,,1185.866971,1.182999
Eg3,DSNY,DSNY_018,17N03281,Distributed,28.061114,-81.426493,46,104,,,75.0,95.9,4.1,0.0,,1.36,,,969.97395,1.18328
Bh,DSNY,DSNY_018,,Distributed,28.061114,-81.426493,104,117,,,110.5,,,,,,,,,
Bt,DSNY,DSNY_018,,Distributed,28.061114,-81.426493,117,203,,,160.0,,,,,,,,,
A,DSNY,DSNY_019,17N03282,Distributed,28.074658,-81.394828,0,10,,,5.0,98.5,1.5,0.0,,1.29,,,1313.301835,1.216802
E1,DSNY,DSNY_019,17N03283,Distributed,28.074658,-81.394828,10,67,,,38.5,96.8,3.2,0.0,,1.24,,,1079.680531,1.182443
E2,DSNY,DSNY_019,17N03284,Distributed,28.074658,-81.394828,67,140,,,103.5,97.9,2.1,0.0,,1.29,,,1226.790431,1.19883
Bh,DSNY,DSNY_019,,Distributed,28.074658,-81.394828,140,191,,,165.5,,,,,,,,,
Cg,DSNY,DSNY_019,,Distributed,28.074658,-81.394828,191,203,,,197.0,,,,,,,,,
Ap,DSNY,DSNY_036,17N03285,Distributed,28.060338,-81.384744,0,18,,,9.0,97.5,2.5,0.0,,1.05,,,1171.597609,1.190431
C1,DSNY,DSNY_036,17N03286,Distributed,28.060338,-81.384744,18,41,,,29.5,97.8,2.2,0.0,,1.23,,,1212.807736,1.196462
C2,DSNY,DSNY_036,17N03287,Distributed,28.060338,-81.384744,41,203,,,122.0,97.8,2.2,0.0,,1.32,,,1212.807736,1.196462
A,CLBJ,CLBJ_034,17N03308,Distributed,33.3213,-97.57744,0,12,,,6.0,46.5,35.5,18.0,1.57,,,0.24734,14.335147,1.285277
Bk,CLBJ,CLBJ_034,17N03309,Distributed,33.3213,-97.57744,12,26,,,19.0,46.8,36.8,16.4,,,,,16.126479,1.32059
R,CLBJ,CLBJ_034,,Distributed,33.3213,-97.57744,26,51,,,38.5,,,,,,,,,
A,CLBJ,CLBJ_039,17N03310,Distributed,33.32927,-97.58358,0,19,,,9.5,78.8,16.5,4.7,1.52,,,0.17582,97.347842,1.211585
Bt1,CLBJ,CLBJ_039,17N03311,Distributed,33.32927,-97.58358,19,48,,,33.5,49.7,21.5,28.8,1.73,,,0.27566,9.348261,1.248236
Bt2,CLBJ,CLBJ_039,17N03312,Distributed,33.32927,-97.58358,48,75,,,61.5,41.0,27.8,31.2,1.82,,,0.30751,7.623576,1.373658
Bt3,CLBJ,CLBJ_039,17N03313,Distributed,33.32927,-97.58358,75,115,,,95.0,27.5,27.8,44.7,1.84,,,0.34579,9.684574,1.419728
2Bk,CLBJ,CLBJ_039,17N03314,Distributed,33.32927,-97.58358,115,149,,,132.0,48.0,28.7,23.3,,,,,11.061546,1.220545
2BCk,CLBJ,CLBJ_039,17N03315,Distributed,33.32927,-97.58358,149,206,,,177.5,44.1,37.6,18.3,,,,,13.459625,1.405549
Ap,CLBJ,CLBJ_044,17N03316,Distributed,33.41638,-97.65727,0,18,,,9.0,80.6,14.4,5.0,1.38,,,0.15812,108.79709,1.200011
E,CLBJ,CLBJ_044,17N03317,Distributed,33.41638,-97.65727,18,36,,,27.0,70.6,20.6,8.8,1.55,,,0.132,49.034262,1.143418
Bt1,CLBJ,CLBJ_044,17N03318,Distributed,33.41638,-97.65727,36,69,,,52.5,61.2,16.8,22.0,1.64,,,0.2212,15.335869,1.222653
Bt2,CLBJ,CLBJ_044,17N03319,Distributed,33.41638,-97.65727,69,84,,,76.5,55.8,16.8,27.4,1.65,,,0.27144,10.94485,1.25494
Bt3,CLBJ,CLBJ_044,17N03320,Distributed,33.41638,-97.65727,84,146,,,115.0,56.5,14.6,28.9,1.69,,,0.29546,10.622953,1.268754
BC,CLBJ,CLBJ_044,17N03321,Distributed,33.41638,-97.65727,146,164,,,155.0,64.7,18.5,16.7,,,,,23.097162,1.197992
Cd,CLBJ,CLBJ_044,17N03322,Distributed,33.41638,-97.65727,164,203,,,183.5,73.8,14.4,11.8,,,,,43.770108,1.13793
A,CLBJ,CLBJ_048,17N03323,Distributed,33.3928,-97.57912,0,16,,,8.0,70.6,23.0,6.4,1.61,,,0.25438,58.804542,1.164405
Bt1,CLBJ,CLBJ_048,17N03324,Distributed,33.3928,-97.57912,16,37,,,26.5,41.1,23.2,35.7,1.74,,,0.2745,7.504915,1.35914
Bt2,CLBJ,CLBJ_048,17N03325,Distributed,33.3928,-97.57912,37,56,,,46.5,43.6,29.5,26.9,1.65,,,0.28985,8.759836,1.306443
BC,CLBJ,CLBJ_048,17N03326,Distributed,33.3928,-97.57912,56,84,,,70.0,46.3,36.1,17.6,1.72,,,0.23124,14.655037,1.309454
Cd,CLBJ,CLBJ_048,17N03327,Distributed,33.3928,-97.57912,84,147,,,115.5,53.3,36.0,10.7,1.86,,,0.2464,29.677506,1.257959
A,CLBJ,CLBJ_049,17N03328,Distributed,33.41331,-97.63599,0,20,,,10.0,77.9,18.4,3.7,1.45,,,0.13299,98.74459,1.248514
E,CLBJ,CLBJ_049,17N03329,Distributed,33.41331,-97.63599,20,39,,,29.5,77.0,19.2,3.8,1.63,,,0.11502,92.941709,1.243455
Bt1,CLBJ,CLBJ_049,17N03330,Distributed,33.41331,-97.63599,39,68,,,53.5,66.3,15.6,18.1,1.67,,,0.20881,21.734481,1.181584
Bt2,CLBJ,CLBJ_049,17N03331,Distributed,33.41331,-97.63599,68,155,,,111.5,68.1,17.4,14.5,1.74,,,0.17136,29.56682,1.163023
BCt,CLBJ,CLBJ_049,17N03332,Distributed,33.41331,-97.63599,155,212,,,183.5,72.0,15.6,12.4,,,,,39.035137,1.140585
A,CLBJ,CLBJ_050,17N03333,Distributed,33.37936,-97.62228,0,10,,,5.0,77.2,17.6,5.2,1.32,,,0.29312,84.90107,1.194856
E,CLBJ,CLBJ_050,17N03334,Distributed,33.37936,-97.62228,10,18,,,14.0,78.6,16.4,5.0,1.54,,,0.15554,93.97834,1.202351
Bt1,CLBJ,CLBJ_050,17N03335,Distributed,33.37936,-97.62228,18,35,,,26.5,58.7,14.0,27.3,1.75,,,0.26076,11.575209,1.26056
Bt2,CLBJ,CLBJ_050,17N03336,Distributed,33.37936,-97.62228,35,64,,,49.5,55.9,14.0,30.1,1.72,,,0.25758,10.232379,1.275665
Bt3,CLBJ,CLBJ_050,17N03337,Distributed,33.37936,-97.62228,64,104,,,84.0,57.0,10.1,32.9,1.75,,,0.279,10.120344,1.294682
Bt4,CLBJ,CLBJ_050,17N03338,Distributed,33.37936,-97.62228,104,152,,,128.0,82.6,2.2,15.2,,,,,55.470912,1.200576
CB1,CLBJ,CLBJ_050,17N03339,Distributed,33.37936,-97.62228,152,180,,,166.0,89.5,2.5,8.0,,,,,234.022349,1.175227
CB2,CLBJ,CLBJ_050,17N03340,Distributed,33.37936,-97.62228,180,195,,,187.5,80.3,6.1,13.6,,,,,53.436027,1.153091
Cd,CLBJ,CLBJ_050,17N03341,Distributed,33.37936,-97.62228,195,223,,,209.0,87.9,2.8,9.3,,,,,168.098774,1.161027
A,CLBJ,CLBJ_051,17N03342,Distributed,33.36945,-97.59462,0,19,,,9.5,76.1,13.9,10.0,1.68,,,0.1056,55.911178,1.139794
Bt1,CLBJ,CLBJ_051,17N03343,Distributed,33.36945,-97.59462,19,43,,,31.0,70.1,13.1,16.8,1.86,,,0.14678,26.231719,1.153536
Bt2,CLBJ,CLBJ_051,17N03344,Distributed,33.36945,-97.59462,43,75,,,59.0,66.7,12.9,20.4,1.98,,,0.2244,18.78724,1.190069
Bt3,CLBJ,CLBJ_051,17N03345,Distributed,33.36945,-97.59462,75,168,,,121.5,57.4,18.1,24.5,1.95,,,0.29744,12.609044,1.236871
BCt,CLBJ,CLBJ_051,17N03346,Distributed,33.36945,-97.59462,168,201,,,184.5,58.6,22.9,18.5,,,,,18.118681,1.215664
A1,CLBJ,CLBJ_052,17N03347,Distributed,33.39961,-97.61977,0,12,,,6.0,66.3,26.3,7.4,1.14,,,0.13482,49.035696,1.185448
