hzname,siteid,plotid,horizonid,pittype,latitude,longitude,hzndept,hzndepb,modifieddept,modifieddepb,midpointcm,sandtotal,silttotal,claytotal,bulkdensovendry,bulkdensfieldmoist,fieldcapacity,wiltingpoint,ksat_T,ksat_T_std
A,MLBS,MLBS_019,18N06013,Distributed,37.424222,-80.5513888,4,9,0.0,5.0,6.5,32.8,44.1,23.1,,,,,12.085482,1.333839
BA,MLBS,MLBS_019,18N06014,Distributed,37.424222,-80.5513888,9,26,5.0,22.0,17.5,33.7,43.0,23.3,1.28,,0.1472,0.3321,11.746554,1.331544
Bt,MLBS,MLBS_019,18N06015,Distributed,37.424222,-80.5513888,26,61,22.0,57.0,43.5,30.2,39.6,30.2,1.51,,0.19932,0.26508,9.41163,1.334697
R,MLBS,MLBS_019,,Distributed,37.424222,-80.5513888,61,86,57.0,82.0,73.5,,,,,,,,,
Oi,MLBS,MLBS_004,,Distributed,37.4292777,-80.512,0,1,-2.0,-1.0,0.5,,,,,,,,,
Oa,MLBS,MLBS_004,,Distributed,37.4292777,-80.512,1,2,-1.0,0.0,1.5,,,,,,,,,
A,MLBS,MLBS_004,18N06016,Distributed,37.4292777,-80.512,2,13,0.0,11.0,7.5,40.3,46.0,13.7,0.93,,0.09021,0.32238,22.205398,1.386868
BA,MLBS,MLBS_004,18N06017,Distributed,37.4292777,-80.512,13,27,11.0,25.0,20.0,36.9,47.8,15.3,1.32,,0.0924,0.27648,20.297932,1.347547
Bt1,MLBS,MLBS_004,18N06018,Distributed,37.4292777,-80.512,27,44,25.0,42.0,35.5,37.0,44.7,18.3,1.69,,0.13182,0.21945,15.527816,1.315583
Bt2,MLBS,MLBS_004,18N06019,Distributed,37.4292777,-80.512,44,72,42.0,70.0,58.0,43.2,42.4,14.4,1.82,,0.1183,0.22352,19.396338,1.413141
R,MLBS,MLBS_004,,Distributed,37.4292777,-80.512,72,97,70.0,95.0,84.5,,,,,,,,,
Oe,MLBS,MLBS_030,18N06020,Distributed,37.4302777,-80.5083888,0,2,-2.0,0.0,1.0,,,,,0.13,,,,
Ap1,MLBS,MLBS_030,18N06021,Distributed,37.4302777,-80.5083888,2,11,0.0,9.0,6.5,41.0,41.7,17.3,,0.91,,,15.268849,1.360352
Ap2,MLBS,MLBS_030,18N06022,Distributed,37.4302777,-80.5083888,11,20,9.0,18.0,15.5,41.8,41.3,16.9,1.45,,0.12905,0.3556,15.538343,1.370485
Bt1,MLBS,MLBS_030,18N06023,Distributed,37.4302777,-80.5083888,20,37,18.0,35.0,28.5,39.5,40.8,19.7,1.7,,0.1496,0.264,12.827155,1.325824
Bt2,MLBS,MLBS_030,18N06024,Distributed,37.4302777,-80.5083888,37,53,35.0,51.0,45.0,33.1,38.6,28.3,1.76,,0.23056,0.2924,9.149005,1.317679
Bt3,MLBS,MLBS_030,18N06025,Distributed,37.4302777,-80.5083888,53,100,51.0,98.0,76.5,17.3,43.0,39.7,1.61,,0.31556,0.36425,11.829085,1.308748
A,MLBS,MLBS_009,18N06026,Distributed,37.3742222,-80.5186944,0,7,,,3.5,56.8,27.4,15.8,,0.74,,,21.15967,1.210419
BA,MLBS,MLBS_009,18N06027,Distributed,37.3742222,-80.5186944,7,12,,,9.5,57.5,25.1,17.4,1.35,,0.1269,0.2508,19.119264,1.212065
Bt1,MLBS,MLBS_009,18N06028,Distributed,37.3742222,-80.5186944,12,42,,,27.0,55.2,24.5,20.3,1.69,,0.17069,0.23265,15.121493,1.215749
Bt2,MLBS,MLBS_009,18N06029,Distributed,37.3742222,-80.5186944,42,85,,,63.5,56.6,22.3,21.1,1.99,,0.20099,0.25212,14.819106,1.221031
Bt3,MLBS,MLBS_009,18N06030,Distributed,37.3742222,-80.5186944,85,100,,,92.5,52.8,20.8,26.4,1.9,,0.2204,0.28103,10.702694,1.234525
A,MLBS,MLBS_001,18N06031,Distributed,37.3605555,-80.5251944,0,10,,,5.0,52.8,32.3,14.9,,,,,20.873934,1.206399
BA,MLBS,MLBS_001,18N06032,Distributed,37.3605555,-80.5251944,10,30,,,20.0,52.7,31.0,16.3,,,,,18.754089,1.199241
Bw1,MLBS,MLBS_001,18N06033,Distributed,37.3605555,-80.5251944,30,50,,,40.0,58.3,25.6,16.1,,,,,21.312466,1.21089
Bw2,MLBS,MLBS_001,18N06034,Distributed,37.3605555,-80.5251944,50,65,,,57.5,59.9,30.3,9.8,,,,,36.093514,1.233901
Oe,MLBS,MLBS_014,18N06035,Distributed,37.4169444,-80.5576944,0,1,-1.0,0.0,0.5,,,,,0.16,,,,
A,MLBS,MLBS_014,18N06036,Distributed,37.4169444,-80.5576944,1,6,0.0,5.0,3.5,50.6,32.7,16.7,,0.6,,,17.370604,1.198564
BA,MLBS,MLBS_014,18N06037,Distributed,37.4169444,-80.5576944,6,19,5.0,18.0,12.5,47.7,34.7,17.6,,,,,15.16353,1.239037
Bt1,MLBS,MLBS_014,18N06038,Distributed,37.4169444,-80.5576944,19,36,18.0,35.0,27.5,43.7,31.1,25.2,,,,,9.303291,1.312002
Bt2,MLBS,MLBS_014,18N06039,Distributed,37.4169444,-80.5576944,36,69,35.0,68.0,52.5,42.1,26.9,31.0,,,,,7.765432,1.343578
Bt3,MLBS,MLBS_014,18N06040,Distributed,37.4169444,-80.5576944,69,100,68.0,99.0,84.5,45.5,24.1,30.4,,,,,8.320513,1.282043
A,GUAN,GUAN_001,18N06122,Distributed,17.97266,-66.85137,0,10,,,5.0,11.9,37.4,50.7,,,,,17.754748,1.566541
Bk,GUAN,GUAN_001,18N06123,Distributed,17.97266,-66.85137,10,28,,,19.0,16.0,37.0,47.0,,,,,14.579577,1.442067
Bkkm,GUAN,GUAN_001,18N06124,Distributed,17.97266,-66.85137,28,48,,,38.0,73.2,19.2,7.6,,,,,58.753598,1.144663
BCk,GUAN,GUAN_001,18N06125,Distributed,17.97266,-66.85137,48,56,,,52.0,10.6,48.3,41.1,,,,,13.183119,1.346633
C1,GUAN,GUAN_001,18N06126,Distributed,17.97266,-66.85137,56,70,,,63.0,17.9,49.0,33.1,,,,,11.0843,1.275429
C2,GUAN,GUAN_001,18N06127,Distributed,17.97266,-66.85137,70,100,,,85.0,17.8,54.4,27.8,,,,,11.668666,1.255482
A,GUAN,GUAN_002,18N06128,Distributed,17.970141,-66.824778,0,7,,,3.5,11.1,25.2,63.7,,,,,22.722879,2.109248
Bt,GUAN,GUAN_002,18N06129,Distributed,17.970141,-66.824778,7,19,,,13.0,11.5,21.6,66.9,,,,,22.98469,2.303093
R,GUAN,GUAN_002,,Distributed,17.970141,-66.824778,19,100,,,59.5,,,,,,,,,
A,GUAN,GUAN_003,18N06130,Distributed,17.973025,-66.861828,0,9,,,4.5,,,,,,,,,
Bk,GUAN,GUAN_003,18N06131,Distributed,17.973025,-66.861828,9,28,,,18.5,8.4,45.9,45.7,,,,,15.12738,1.42666
Bkkm,GUAN,GUAN_003,18N06132,Distributed,17.973025,-66.861828,28,35,,,31.5,57.9,36.9,5.2,,,,,52.023435,1.359476
R,GUAN,GUAN_003,,Distributed,17.973025,-66.861828,35,100,,,67.5,,,,,,,,,
A,GUAN,GUAN_004,18N06133,Distributed,17.969092,-66.852851,0,11,,,5.5,6.8,26.8,66.4,,,,,25.515768,2.372366
Bt,GUAN,GUAN_004,18N06134,Distributed,17.969092,-66.852851,11,23,,,17.0,6.0,23.0,71.0,,,,,26.047955,2.796515
R,GUAN,GUAN_004,,Distributed,17.969092,-66.852851,23,100,,,61.5,,,,,,,,,
A,GUAN,GUAN_006,18N06135,Distributed,17.963656,-66.87581,0,11,,,5.5,,,,,,,,,
Bk,GUAN,GUAN_006,18N06136,Distributed,17.963656,-66.87581,11,37,,,24.0,24.1,23.3,52.6,,,,,13.487032,1.613245
Bkkm1,GUAN,GUAN_006,18N06137,Distributed,17.963656,-66.87581,37,62,,,49.5,64.2,25.3,10.5,,,,,36.776312,1.192545
Bkkm2,GUAN,GUAN_006,18N06138,Distributed,17.963656,-66.87581,62,100,,,81.0,43.6,43.3,13.1,,,,,22.100406,1.444983
A,GUAN,GUAN_008,18N06139,Distributed,17.965624,-66.832204,0,9,,,4.5,7.7,16.3,76.0,,,,,26.062368,3.222671
Bt1,GUAN,GUAN_008,18N06140,Distributed,17.965624,-66.832204,9,19,,,14.0,7.4,19.8,72.8,,,,,25.702302,2.910775
Bt2,GUAN,GUAN_008,18N06141,Distributed,17.965624,-66.832204,19,40,,,29.5,6.5,15.1,78.4,,,,,26.586331,3.573238
R,GUAN,GUAN_008,,Distributed,17.965624,-66.832204,40,100,,,70.0,,,,,,,,,
Ap,GUAN,GUAN_009,18N06142,Distributed,17.979265,-66.868003,0,7,,,3.5,25.5,29.0,45.5,,,,,10.325316,1.440066
Btk1,GUAN,GUAN_009,18N06143,Distributed,17.979265,-66.868003,7,25,,,16.0,21.5,26.8,51.7,,,,,13.858154,1.60634
Btk2,GUAN,GUAN_009,18N06144,Distributed,17.979265,-66.868003,25,37,,,31.0,19.3,24.8,55.9,,,,,16.329516,1.741414
Btk3,GUAN,GUAN_009,18N06145,Distributed,17.979265,-66.868003,37,62,,,49.5,17.6,26.1,56.3,,,,,17.249026,1.769616
BC,GUAN,GUAN_009,18N06146,Distributed,17.979265,-66.868003,62,100,,,81.0,12.7,28.8,58.5,,,,,20.751436,1.877108
A,GUAN,GUAN_010,18N06147,Distributed,17.9723,-66.87153,0,9,,,4.5,15.4,19.7,64.9,,,,,20.716872,2.09199
Bkkm1,GUAN,GUAN_010,18N06148,Distributed,17.9723,-66.87153,9,32,,,20.5,75.1,15.4,9.5,,,,,55.31633,1.136924
Bkkm2,GUAN,GUAN_010,18N06149,Distributed,17.9723,-66.87153,32,100,,,66.0,66.6,18.9,14.5,,,,,28.489198,1.172368
A,GUAN,GUAN_012,18N06150,Distributed,17.95146,-66.89913,0,10,,,5.0,,,,,,,,,
Bkkm,GUAN,GUAN_012,18N06151,Distributed,17.95146,-66.89913,10,31,,,20.5,79.4,14.8,5.8,,,,,93.688193,1.182082
Bk,GUAN,GUAN_012,18N06152,Distributed,17.95146,-66.89913,31,44,,,37.5,50.8,21.2,28.0,,,,,9.765359,1.242168
Bkk,GUAN,GUAN_012,18N06153,Distributed,17.95146,-66.89913,44,100,,,72.0,64.7,22.5,12.8,,,,,31.056167,1.183208
A,GUAN,GUAN_013,18N06154,Distributed,17.963535,-66.837886,0,14,,,7.0,,,,,,,,,
R,GUAN,GUAN_013,,Distributed,17.963535,-66.837886,14,100,,,57.0,,,,,,,,,
A,GUAN,GUAN_014,18N06155,Distributed,17.95561,-66.85236,0,8,,,4.0,,,,,,,,,
AC,GUAN,GUAN_014,18N06156,Distributed,17.95561,-66.85236,8,30,,,19.0,,,,,,,,,
R,GUAN,GUAN_014,,Distributed,17.95561,-66.85236,30,100,,,65.0,,,,,,,,,
A1,GUAN,GUAN_015,18N06157,Distributed,17.97677,-66.86211,0,6,,,3.0,27.5,29.1,43.4,,,,,9.325005,1.428262
A2,GUAN,GUAN_015,18N06158,Distributed,17.97677,-66.86211,6,16,,,11.0,27.1,30.8,42.1,,,,,9.134115,1.42729
ABk,GUAN,GUAN_015,18N06159,Distributed,17.97677,-66.86211,16,31,,,23.5,32.5,31.5,36.0,,,,,7.645363,1.424865
Bkk1,GUAN,GUAN_015,18N06160,Distributed,17.97677,-66.86211,31,40,,,35.5,39.0,34.8,26.2,,,,,8.568901,1.447753
Bkk2,GUAN,GUAN_015,18N06161,Distributed,17.97677,-66.86211,40,72,,,56.0,35.8,43.5,20.7,,,,,13.262711,1.31706
C,GUAN,GUAN_015,18N06162,Distributed,17.97677,-66.86211,72,100,,,86.0,30.5,49.9,19.6,,,,,15.278185,1.297458
A,GUAN,GUAN_016,18N06163,Distributed,17.967822,-66.884843,0,11,,,5.5,31.4,26.0,42.6,,,,,8.513205,1.381068
Bk,GUAN,GUAN_016,18N06164,Distributed,17.967822,-66.884843,11,24,,,17.5,34.7,25.5,39.8,,,,,7.655425,1.42403
Bkkm1,GUAN,GUAN_016,18N06165,Distributed,17.967822,-66.884843,24,55,,,39.5,80.8,0.0,50.2,,,,,37.657215,70.556546
Bkkm2,GUAN,GUAN_016,18N06166,Distributed,17.967822,-66.884843,55,100,,,77.5,54.4,22.3,23.3,,,,,12.61914,1.221782
A,GUAN,GUAN_017,18N06167,Distributed,17.965356,-66.835344,0,20,,,10.0,11.5,31.0,57.5,,,,,21.233752,1.854628
R,GUAN,GUAN_017,,Distributed,17.965356,-66.835344,20,100,,,60.0,,,,,,,,,
A,GUAN,GUAN_020,18N06168,Distributed,17.954059,-66.89295,0,4,,,2.0,11.9,18.5,69.6,,,,,23.364536,2.477205
Bt1,GUAN,GUAN_020,18N06169,Distributed,17.954059,-66.89295,4,12,,,8.0,10.5,16.8,72.7,,,,,24.58256,2.778948
Bt2,GUAN,GUAN_020,18N06170,Distributed,17.954059,-66.89295,12,46,,,29.0,8.6,15.6,75.8,,,,,25.783159,3.160432
BC,GUAN,GUAN_020,18N06171,Distributed,17.954059,-66.89295,46,100,,,73.0,9.6,16.2,74.2,,,,,25.193718,2.953777
A,GUAN,GUAN_022,18N06172,Distributed,17.957765,-66.833972,0,10,,,5.0,34.0,24.2,41.8,,,,,8.060785,1.408502
Bk,GUAN,GUAN_022,18N06173,Distributed,17.957765,-66.833972,10,31,,,20.5,33.6,21.5,44.9,,,,,8.967179,1.42705
Bkkm1,GUAN,GUAN_022,18N06174,Distributed,17.957765,-66.833972,31,61,,,46.0,51.8,26.2,22.0,,,,,12.81376,1.210528
Bkkm2,GUAN,GUAN_022,18N06175,Distributed,17.957765,-66.833972,61,100,,,80.5,46.6,35.5,17.9,,,,,14.464314,1.282556
A,GUAN,GUAN_023,18N06176,Distributed,17.98348,-66.87925,0,5,,,2.5,3.1,23.0,73.9,,,,,26.635577,3.371822
Bt,GUAN,GUAN_023,18N06177,Distributed,17.98348,-66.87925,5,20,,,12.5,3.9,24.7,71.4,,,,,26.565834,2.999974
R,GUAN,GUAN_023,,Distributed,17.98348,-66.87925,20,100,,,60.0,,,,,,,,,
A,GUAN,GUAN_024,18N06178,Distributed,17.961525,-66.900723,0,7,,,3.5,13.7,17.1,69.2,,,,,22.479295,2.403892
Bt,GUAN,GUAN_024,18N06179,Distributed,17.961525,-66.900723,7,24,,,15.5,12.8,15.6,71.6,,,,,23.39502,2.620455
R,GUAN,GUAN_024,,Distributed,17.961525,-66.900723,24,100,,,62.0,,,,,,,,,
A,LENO,LENO_002,18N06180,Distributed,31.8068056,-88.1939722,0,16,,,8.0,7.4,28.6,64.0,1.43,,,0.43472,25.027406,2.207975
Bw,LENO,LENO_002,18N06181,Distributed,31.8068056,-88.1939722,16,37,,,26.5,7.4,22.1,70.5,1.52,,,0.47145,25.485818,2.690465
Bg,LENO,LENO_002,18N06182,Distributed,31.8068056,-88.1939722,37,55,,,46.0,8.2,19.5,72.3,1.67,,,0.50825,25.366866,2.828389
Bssg,LENO,LENO_002,18N06183,Distributed,31.8068056,-88.1939722,55,100,,,77.5,10.4,21.6,68.0,1.82,,,0.50388,23.740616,2.404095
A,LENO,LENO_003,18N06184,Distributed,31.8081944,-88.1883333,0,12,,,6.0,2.7,38.1,59.2,1.55,,,0.43957,23.378795,2.118577
Bw1,LENO,LENO_003,18N06185,Distributed,31.8081944,-88.1883333,12,48,,,30.0,6.3,28.8,64.9,1.63,,,0.51156,25.620112,2.297802
Bw2,LENO,LENO_003,18N06186,Distributed,31.8081944,-88.1883333,48,82,,,65.0,9.4,25.2,65.4,1.56,,,0.50032,23.998766,2.234229
Bss,LENO,LENO_003,18N06187,Distributed,31.8081944,-88.1883333,82,100,,,91.0,19.0,22.3,58.7,1.84,,,0.4644,17.385702,1.794313
A,LENO,LENO_006,18N06188,Distributed,31.8141583,-88.1875333,0,28,,,14.0,3.6,40.6,55.8,1.49,,,0.44145,21.12206,1.853117
Bw,LENO,LENO_006,18N06189,Distributed,31.8141583,-88.1875333,28,50,,,39.0,3.5,41.1,55.4,1.6,,,0.40259,20.749974,1.840688
Bg,LENO,LENO_006,18N06190,Distributed,31.8141583,-88.1875333,50,100,,,75.0,4.8,44.9,50.3,1.58,,,0.41272,17.463696,1.591918
A,LENO,LENO_007,18N06191,Distributed,31.8124167,-88.2002778,0,9,,,4.5,29.8,31.4,38.8,1.37,,,0.47595,8.186796,1.432689
Bg1,LENO,LENO_007,18N06192,Distributed,31.8124167,-88.2002778,9,48,,,28.5,57.8,11.1,31.1,1.53,,,0.3904,10.429305,1.28156
Bg2,LENO,LENO_007,18N06193,Distributed,31.8124167,-88.2002778,48,100,,,74.0,56.9,11.6,31.5,1.65,,,0.32616,10.205982,1.283634
A,LENO,LENO_009,18N06194,Distributed,31.8114444,-88.1811528,0,17,,,8.5,44.6,31.9,23.5,1.47,,,0.30016,10.156473,1.289091
Bw,LENO,LENO_009,18N06195,Distributed,31.8114444,-88.1811528,17,31,,,24.0,32.3,35.9,31.8,1.5,,,0.33615,8.184738,1.382516
Bg1,LENO,LENO_009,18N06196,Distributed,31.8114444,-88.1811528,31,59,,,45.0,26.6,40.5,32.9,1.46,,,0.335,9.749057,1.33236
Bg2,LENO,LENO_009,18N06197,Distributed,31.8114444,-88.1811528,59,100,,,79.5,7.5,47.6,44.9,1.45,,,0.40194,14.742775,1.411697
A,LENO,LENO_011,18N06198,Distributed,31.8258361,-88.1830861,0,5,,,2.5,12.4,53.4,34.2,1.46,,,0.42471,11.658337,1.287014
Bw1,LENO,LENO_011,18N06199,Distributed,31.8258361,-88.1830861,5,16,,,10.5,9.1,48.3,42.6,1.59,,,0.4288,13.79352,1.369365
Bw2,LENO,LENO_011,18N06200,Distributed,31.8258361,-88.1830861,16,64,,,40.0,16.3,48.9,34.8,1.55,,,0.35391,11.325698,1.280451
Bw3,LENO,LENO_011,18N06201,Distributed,31.8258361,-88.1830861,64,100,,,82.0,5.8,51.6,42.6,1.54,,,0.4077,13.631445,1.383866
A,LENO,LENO_012,18N06202,Distributed,31.8081,-88.1800611,0,18,,,9.0,10.8,46.6,42.6,1.54,,,0.416,13.669321,1.36529
Bw,LENO,LENO_012,18N06203,Distributed,31.8081,-88.1800611,18,40,,,29.0,19.9,42.6,37.5,1.55,,,0.4056,11.007293,1.299322
Bg,LENO,LENO_012,18N06204,Distributed,31.8081,-88.1800611,40,100,,,70.0,12.5,44.7,42.8,1.55,,,0.43989,13.531478,1.362683
A,LENO,LENO_014,18N06205,Distributed,31.8105,-88.1992222,0,13,,,6.5,11.2,25.5,63.3,1.44,,,0.44202,22.605018,2.086149
Bw,LENO,LENO_014,18N06206,Distributed,31.8105,-88.1992222,13,48,,,30.5,18.0,20.0,62.0,1.45,,,0.42036,18.804548,1.916262
Bg,LENO,LENO_014,18N06207,Distributed,31.8105,-88.1992222,48,100,,,74.0,17.9,16.7,65.4,1.47,,,0.48825,19.786372,2.088429
A,LENO,LENO_015,18N06208,Distributed,31.8157778,-88.1916417,0,18,,,9.0,2.1,39.6,58.3,1.38,,,0.38416,22.299304,2.120024
Bw1,LENO,LENO_015,18N06209,Distributed,31.8157778,-88.1916417,18,47,,,32.5,5.0,31.4,63.6,1.4,,,0.38744,26.006693,2.268294
Bw2,LENO,LENO_015,18N06210,Distributed,31.8157778,-88.1916417,47,100,,,73.5,5.1,31.7,63.2,1.5,,,0.45162,25.933073,2.24018
A,LENO,LENO_016,18N06211,Distributed,31.8177944,-88.1845778,0,16,,,8.0,10.3,49.5,40.2,1.44,,,0.4307,12.938735,1.338683
Bg1,LENO,LENO_016,18N06212,Distributed,31.8177944,-88.1845778,16,34,,,25.0,7.2,49.3,43.5,1.53,,,0.38437,14.118377,1.387676
Bg2,LENO,LENO_016,18N06213,Distributed,31.8177944,-88.1845778,34,65,,,49.5,1.7,48.5,49.8,1.45,,,0.39528,15.959892,1.777343
Bg3,LENO,LENO_016,18N06214,Distributed,31.8177944,-88.1845778,65,100,,,82.5,3.7,47.0,49.3,1.48,,,0.41416,16.545429,1.597283
A,LENO,LENO_017,18N06215,Distributed,31.8416583,-88.16845,0,23,,,11.5,24.7,29.5,45.8,1.47,,,0.37674,10.611817,1.440602
Bw,LENO,LENO_017,18N06216,Distributed,31.8416583,-88.16845,23,46,,,34.5,51.1,26.6,22.3,1.59,,,0.2595,12.42968,1.210123
Ab,LENO,LENO_017,18N06217,Distributed,31.8416583,-88.16845,46,69,,,57.5,40.5,31.9,27.6,1.49,,,0.29748,8.205241,1.403845
Bgb,LENO,LENO_017,18N06218,Distributed,31.8416583,-88.16845,69,100,,,84.5,49.5,26.3,24.2,1.47,,,0.18447,10.963453,1.216831
A,LENO,LENO_019,18N06219,Distributed,31.8187,-88.194775,0,17,,,8.5,11.6,50.2,38.2,1.53,,,0.3978,12.332487,1.316291
Bw,LENO,LENO_019,18N06220,Distributed,31.8187,-88.194775,17,38,,,27.5,7.7,45.8,46.5,1.63,,,0.40334,15.540628,1.448156
Bg,LENO,LENO_019,18N06221,Distributed,31.8187,-88.194775,38,100,,,69.0,10.0,37.9,52.1,1.71,,,0.40528,18.986283,1.61413
A,LENO,LENO_020,18N06222,Distributed,31.8247444,-88.1926222,0,12,,,6.0,18.1,48.6,33.3,1.41,,,0.46398,11.059842,1.276595
Bw,LENO,LENO_020,18N06223,Distributed,31.8247444,-88.1926222,12,32,,,22.0,22.1,47.9,30.0,1.47,,,0.3783,10.85518,1.282851
Bt1,LENO,LENO_020,18N06224,Distributed,31.8247444,-88.1926222,32,60,,,46.0,11.7,48.6,39.7,1.59,,,0.3888,12.677782,1.32767
Bt2,LENO,LENO_020,18N06225,Distributed,31.8247444,-88.1926222,60,75,,,67.5,10.1,45.6,44.3,1.45,,,0.40014,14.412619,1.394716
Bt3,LENO,LENO_020,18N06226,Distributed,31.8247444,-88.1926222,75,100,,,87.5,4.6,50.7,44.7,1.4,,,0.40898,14.314733,1.439076
A,LENO,LENO_021,18N06227,Distributed,31.8344333,-88.1703139,0,9,,,4.5,19.3,45.2,35.5,1.43,,,0.41536,10.953436,1.287878
Bw1,LENO,LENO_021,18N06228,Distributed,31.8344333,-88.1703139,9,26,,,17.5,20.8,44.5,34.7,1.49,,,0.31136,10.697496,1.294475
Bw2,LENO,LENO_021,18N06229,Distributed,31.8344333,-88.1703139,26,68,,,47.0,34.3,37.3,28.4,1.55,,,0.29492,8.666201,1.346881
Bg,LENO,LENO_021,18N06230,Distributed,31.8344333,-88.1703139,68,100,,,84.0,27.9,42.3,29.8,1.5,,,0.2698,10.085918,1.3374
A,LENO,LENO_022,18N06231,Distributed,31.8154167,-88.2043333,0,10,,,5.0,59.5,13.5,27.0,1.51,,,0.37592,11.859354,1.258811
Bw,LENO,LENO_022,18N06232,Distributed,31.8154167,-88.2043333,10,42,,,26.0,65.8,9.7,24.5,1.53,,,0.2982,14.689914,1.224829
Bg,LENO,LENO_022,18N06233,Distributed,31.8154167,-88.2043333,42,100,,,71.0,71.3,9.8,18.9,1.46,,,0.21016,23.257077,1.156222
A,LENO,LENO_023,18N06234,Distributed,31.8088583,-88.1800694,0,10,,,5.0,14.3,49.2,36.5,1.45,,,0.3721,11.741786,1.292097
Bw,LENO,LENO_023,18N06235,Distributed,31.8088583,-88.1800694,10,27,,,18.5,40.3,36.3,23.4,1.44,,,0.27186,9.697679,1.441274
Ab,LENO,LENO_023,18N06236,Distributed,31.8088583,-88.1800694,27,52,,,39.5,22.6,43.7,33.7,1.36,,,0.33232,10.431451,1.305926
Bwb,LENO,LENO_023,18N06237,Distributed,31.8088583,-88.1800694,52,100,,,76.0,29.0,39.3,31.7,1.52,,,0.34611,9.343067,1.330824
A,LENO,LENO_027,18N06238,Distributed,31.8168056,-88.2002778,0,13,,,6.5,3.3,30.9,65.8,1.51,,,0.48804,26.488227,2.533191
Bw,LENO,LENO_027,18N06239,Distributed,31.8168056,-88.2002778,13,42,,,27.5,7.2,25.0,67.8,1.58,,,0.50295,25.414677,2.45859
Bg,LENO,LENO_027,18N06240,Distributed,31.8168056,-88.2002778,42,76,,,59.0,5.6,18.7,75.7,1.6,,,0.50976,26.396024,3.323664
Bssg,LENO,LENO_027,18N06241,Distributed,31.8168056,-88.2002778,76,100,,,88.0,7.2,18.4,74.4,1.57,,,0.4977,25.958905,3.079165
A,LENO,LENO_029,18N06242,Distributed,31.8308083,-88.1711139,0,34,,,17.0,49.6,34.6,15.8,1.43,,,0.2277,18.057443,1.217333
Bw,LENO,LENO_029,18N06243,Distributed,31.8308083,-88.1711139,34,81,,,57.5,23.9,48.0,28.1,1.66,,,0.34075,11.045578,1.28677
C,LENO,LENO_029,18N06244,Distributed,31.8308083,-88.1711139,81,100,,,90.5,29.8,43.8,26.4,1.54,,,0.31824,10.859984,1.337144
A1,SOAP,SOAP_002,18N06245,Distributed,37.030584,-119.281624,0,16,,,8.0,75.3,15.4,9.3,,,,,56.696995,1.137629
A2,SOAP,SOAP_002,18N06246,Distributed,37.030584,-119.281624,16,30,,,23.0,81.9,12.7,5.4,,,,,117.964874,1.183902
C1,SOAP,SOAP_002,18N06247,Distributed,37.030584,-119.281624,30,60,,,45.0,93.8,4.3,1.9,,,,,664.572923,1.12754
C2,SOAP,SOAP_002,18N06248,Distributed,37.030584,-119.281624,60,120,,,90.0,86.5,10.7,2.8,,,,,235.339698,1.200914
C3,SOAP,SOAP_002,,Distributed,37.030584,-119.281624,120,150,,,135.0,,,,,,,,,
Oi,SOAP,SOAP_004,18N06249,Distributed,37.037565,-119.269463,0,8,-8.0,0.0,4.0,,,,,,,,,
A,SOAP,SOAP_004,18N06250,Distributed,37.037565,-119.269463,8,26,0.0,18.0,17.0,57.2,31.9,10.9,1.08,,,0.26832,31.464122,1.238432
Bt1,SOAP,SOAP_004,18N06251,Distributed,37.037565,-119.269463,26,62,18.0,54.0,44.0,53.1,26.8,20.1,1.55,,,0.22436,14.669514,1.207726
Bt2,SOAP,SOAP_004,18N06252,Distributed,37.037565,-119.269463,62,148,54.0,140.0,105.0,42.1,39.5,18.4,1.62,,,0.18573,13.437223,1.389339
Bt3,SOAP,SOAP_004,,Distributed,37.037565,-119.269463,148,174,140.0,166.0,161.0,,,,,,,,,
Oi,SOAP,SOAP_005,18N06253,Distributed,37.032258,-119.263067,0,6,-6.0,0.0,3.0,,,,,,,,,
A,SOAP,SOAP_005,18N06254,Distributed,37.032258,-119.263067,6,13,0.0,7.0,9.5,40.4,40.4,19.2,,,,,13.033562,1.344706
Bw,SOAP,SOAP_005,18N06255,Distributed,37.032258,-119.263067,13,52,7.0,46.0,32.5,44.4,35.7,19.9,,,,,12.173201,1.355326
Bt1,SOAP,SOAP_005,18N06256,Distributed,37.032258,-119.263067,52,120,46.0,114.0,86.0,36.0,32.7,31.3,1.46,,,0.23564,7.549665,1.4387
Bt2,SOAP,SOAP_005,,Distributed,37.032258,-119.263067,120,150,114.0,144.0,135.0,,,,,,,,,
Oi,SOAP,SOAP_008,18N06257,Distributed,37.029275,-119.276133,0,2,-2.0,0.0,1.0,,,,,,,,,
A,SOAP,SOAP_008,18N06258,Distributed,37.029275,-119.276133,2,9,0.0,7.0,5.5,56.2,31.8,12.0,,,,,28.192633,1.230948
BA,SOAP,SOAP_008,18N06259,Distributed,37.029275,-119.276133,9,33,7.0,31.0,21.0,55.6,33.2,11.2,1.01,,,0.31648,29.817914,1.239373
Bw,SOAP,SOAP_008,18N06260,Distributed,37.029275,-119.276133,33,54,31.0,52.0,43.5,54.9,31.8,13.3,1.02,,,0.391,24.731256,1.22057
Bt,SOAP,SOAP_008,18N06261,Distributed,37.029275,-119.276133,54,133,52.0,131.0,93.5,54.3,30.3,15.4,1.19,,,0.39312,20.739346,1.206587
BC,SOAP,SOAP_008,,Distributed,37.029275,-119.276133,133,155,131.0,153.0,144.0,,,,,,,,,
